"-- All --",--Todos--
"-- First Please Select a Website --","--Por favor seleccione un sitio web--"
"-- No Theme --","-Sin tema--"
"-- None --","-- Ninguno --"
"-- Please Select --","-- Por favor, seleccione --"
"-- Please select --","-- Por favor, seleccione --"
"-- Please Select --",--Seleccione--
"-- Please select --","-- Por favor, seleccione --"
"-- Please Select --",--Seleccione--
"-- Please Select a Category --","--Por favor, seleccione una categoría--"
"-- Please Select Billing Agreement--","-- Por favor, seleccione el acuerdo de facturación--"
"-- Select --","-- Seleccione --"
"--Please Select--",--Seleccione--
"You need more permissions to perform a rollback.","Necesita más permisos para realizar una restauración."
"You need more permissions to save this item.","Necesita más permisos para guardar este artículo."
"You need more permissions to save this setting.","Necesita más permisos para guardar esta configuración."
"You need more permissions to set All Scopes to a Role.","Necesita más permisos para establecer todos los ámbitos en un rol."
"You need more permissions to view this item.","Necesita más permisos para ver este artículo."
"You need to choose options for your item.","Tiene que elegir opciones para su elemento."
"You need to enter sender data.","Necesitará introducir los datos del remitente."
"You need to refresh the cache.","Necesita actualizar la caché."
"You need to set at least one condition for this rule to work.","Necesita establecer al menos una condición para que esta regla funcione."
"You need to specify a customer ID group.","Debe especificar un grupo de ID de cliente."
"You notified customer about creditmemo #%1.","Se le ha notificado al ciente sobre la nota de crédito #%1."
"You notified customer about invoice #%1.","Cliente notificado de la factura #%1."
"You put the order on hold.","Poner la orden en espera."
"You refreshed lifetime statistics.","Actualizó las estadísticas de por vida."
"You released the order from holding status.","Se publicó la orden del estado."
"You removed product %1 from the comparison list.","Se quito el producto %1 de la lista de comparación."
"You removed the item.","Eliminó el elemento."
"You removed the items.","Eliminó los elementos."
"You removed the orphan points.","Removió los puntos huérfanos."
"You removed this %1 from the update and saved it in a new one.","Removiste este %1 de la actualización y lo guardaste en una nueva."
"You removed this %1 from the update and saved it in the other one.","Ha removido este %1 de la actualización y lo guardo en el otro."
"You removed this %1 from the update.","Ha removido este %1 de la actualización."
"You saved the account information.","Ha guardado la información de cuenta."
"You saved the account.","Se guardó la cuenta."
"You saved the address.","Guardó la dirección."
"You saved the alert subscription.","Se guardó la suscripción de alerta."
"You saved the attribute set.","Se guardo el conjunto de atributos."
"You saved the banner.","Se guardó el banner."
"You saved the block.","Guardaste el bloque."
"You saved the category.","Se guardó la categoría."
"You saved the condition.","Ha guardado la condición."
"You saved the configuration.","Ha guardado la configuración."
"You saved the custom variable.","Se ha guardado la variable personalizada."
"You saved the customer address attribute.","Guardaste el atributo de dirección del cliente."
"You saved the customer attribute.","Guardaste el atributo del cliente."
"You saved the customer group.","Guardaste el grupo de clientes."
"You saved the customer.","Ha guardado el cliente."
"You saved the design change.","Se guardó el cambio de diseño."
"You saved the email template.","Ha guardado la plantilla de email."
"You saved the event.","Ha guardado el evento."
"You saved the gift card account, but an email was not sent.","Ha guardado la cuenta de tarjeta de regalo, pero no se ha enviado un correo electrónico."
"You saved the gift card account.","Ha guardado la cuenta de la tarjeta de regalo."
"You saved the gift card message.","Ha guardado el mensaje de la tarjeta de regalo."
"You saved the gift registry type.","Guardaste el tipo de registro de regalo."
"You saved the gift wrapping.","Guardaste la envoltura de regalo."
"You saved the newsletter queue.","Has guardado la cola del boletín."
"You saved the order status.","Guardó el estado del pedido."
"You saved the page.","Ha guardado la página."
"You saved the product attribute.","Se guardo el atributo del producto."
"You saved the product.","Se guardo el producto."
"You saved the rate.","Ha guardado la tarifa."
"You saved the rating.","Guardaste la calificación."
"You saved the reminder rule.","Guardó la regla de recordatorio."
"You saved the review.","Guardaste la revisión."
"You saved the RMA item attribute.","Guardaste el atributo del elemento RMA."
"You saved the RMA request.","Guardó la solicitud RMA."
"You saved the role.","Guardó el rol."
"You saved the rule.","Ha guardado la regla."
"You saved the scheduled import.","Ha guardado la importación programada."
"You saved the scheduled report.","Ha guardado el informe programado."
"You saved the search term.","Guardaste el término de búsqueda."
"You saved the segment.","Ha guardado el segmento."
"You saved the settings.","Ha guardado la configuración."
"You saved the sitemap.","Guardaste el mapa del sitio."
"You saved the store view.","Se guardó la vista de tienda."
"You saved the store.","Se guardó la tienda."
"You saved the synonym group.","Guardaste el grupo de sinónimos."
"You saved the tax rate.","Se ha guardado la tarifa fiscal."
"You saved the tax rule.","Se ha guardo la regla fiscal."
"You saved the theme.","Guardaste el tema."
"You saved the user.","Se ha guardado el usuario."
"You saved the website.","Se guardó el sitio web."
"You saved this %1 update.","Has guardado esta actualización %1."
"You saved this gift registry.","Ha guardado este registro de regalo."
"You selected an invalid queue.","Elegiste una cola inválida."
"You selected the wrong RMA.","Ha seleccionado la RMA incorrecta."
"You sent %1 of %2 invitation(s).","Enviamos %1 de %2 invitacion(es)."
"You sent the invitation for %1.","Envió la invitación para %1."
"You sent the message.","Usted envió el mensaje."
"You sent the order email.","Envió el correo electrónico de la orden."
"You sent the shipment.","Ha realizado el envío."
"You shared the gift registry for %1 emails.","Compartiste el registro de regalo por correo electrónico %1."
"You submitted Return #%1.","Había enviado devolcuión #%1."
"You submitted the RMA request.","Usted presentó la solicitud RMA."
"You submitted your review for moderation.","Usted presentó su reseña a moderación."
"You subscribe to ""General Subscription"".","Usted se suscribe a ""Suscripción General""."
"You subscribe to our newsletter.","Usted se suscribe a nuestro boletín de noticias."
"You unsubscribed.","Ha cancelado la suscripción."
"You updated a total of %1 records.","Actualizaste un total de %1 registros."
"You updated the gift registry items.","Se han actualizado los artículos de registro de regalo."
"You updated the order address.","Ha actualizado la dirección de la orden."
"You updated this gift registry.","Ha actualizado este registro de regalo."
"You updated your password.","Actualizó su contraseña."
"You used coupon code ""%1"".","Se utiliza el código de cupón ""%1""."
"You voided the credit memo.","Se anula la factura rectificada."
"You will be charged tax.","Se le cargarán los impuestos."
"You will be redirected to the payment system website.","Usted será redirigido a la página web del sistema de pago."
"You will be redirected to the PayPal website when you place an order.","Cuando realice el pedido se le devolverá a la página PayPal."
"You will be redirected to the PayPal website.","Se le redirigirá al sitio web de PayPal."
"You will be redirected to the Worldpay website.","Usted será redirigido a la página web de Worldpay."
"You will be required to enter your payment details after you place an order.","Se le solicitará que introduzca los detalles del pago tras realizar el pedido."
"You will have to sign in after you save your custom admin path.","Tendrá que iniciar sesión después de guardar su ruta del administrador personalizada."
"You will lose any data created since the backup was made, including admin users, customers and orders.","Usted perderá cualquier dato creado desde que se hizo la copia de seguridad, incluyendo pedidos, clientes y usuarios admin."
"You will no longer receive price alerts for this product.","Usted no recibirá más alertas de precio para este artículo."
"You will no longer receive stock alerts for this product.","Usted no recibirá más alertas de existencias para este artículo."
"You will no longer receive stock alerts.","Usted no recibirá más alertas de existencias."
"You will not be charged tax.","No se le cargarán los impuestos."
